2021-09-21-23-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-00-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-00-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-01-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-01-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-02-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-02-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-03-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-03-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-04-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-04-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-05-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-05-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-06-00,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
2021-09-22-06-30,15 W OLIVE ST:9,HAMILTON SQUARE SHOPPING CTR:1317,1682 N ATHERTON ST:421,THE BENNER PIKE SHOPS:281,WEIS MARKET SHOPPING CTR:10,127 SOUTHRIDGE PLZ:143
